gene_id	gene_name	gene_name_2	gene_type
ENSG00000204965	ENSG00000204965	PCDHA5	PCDHA5:ENSG00000204965	protein_coding
ENSG00000204967	ENSG00000204967	PCDHA4	PCDHA4:ENSG00000204967	protein_coding
ENSG00000204969	ENSG00000204969	PCDHA2	PCDHA2:ENSG00000204969	protein_coding
ENSG00000204970	ENSG00000204970	PCDHA1	PCDHA1:ENSG00000204970	protein_coding
ENSG00000204971	ENSG00000204971	AP000812.1	AP000812.1:ENSG00000204971	antisense
ENSG00000204977	ENSG00000204977	TRIM13	TRIM13:ENSG00000204977	protein_coding
ENSG00000204978	ENSG00000204978	ERICH4	ERICH4:ENSG00000204978	protein_coding
ENSG00000204979	ENSG00000204979	MS4A13	MS4A13:ENSG00000204979	protein_coding
ENSG00000204983	ENSG00000204983	PRSS1	PRSS1:ENSG00000204983	protein_coding
ENSG00000204990	ENSG00000204990	AC005692.1	AC005692.1:ENSG00000204990	lincRNA
ENSG00000204991	ENSG00000204991	SPIRE2	SPIRE2:ENSG00000204991	protein_coding
ENSG00000205002	ENSG00000205002	AARD	AARD:ENSG00000205002	protein_coding
ENSG00000205015	ENSG00000205015	LINC02138	LINC02138:ENSG00000205015	lincRNA
ENSG00000205018	ENSG00000205018	AC092384.1	AC092384.1:ENSG00000205018	antisense
ENSG00000205022	ENSG00000205022	PABPN1L	PABPN1L:ENSG00000205022	protein_coding
ENSG00000205029	ENSG00000205029	OR5D16	OR5D16:ENSG00000205029	protein_coding
ENSG00000205030	ENSG00000205030	OR5L2	OR5L2:ENSG00000205030	protein_coding
ENSG00000205037	ENSG00000205037	AC134312.1	AC134312.1:ENSG00000205037	lincRNA
ENSG00000205038	ENSG00000205038	PKHD1L1	PKHD1L1:ENSG00000205038	protein_coding
ENSG00000205045	ENSG00000205045	SLFN12L	SLFN12L:ENSG00000205045	protein_coding
ENSG00000205056	ENSG00000205056	LINC02397	LINC02397:ENSG00000205056	lincRNA
ENSG00000205057	ENSG00000205057	CLLU1OS	CLLU1OS:ENSG00000205057	protein_coding
ENSG00000205060	ENSG00000205060	SLC35B4	SLC35B4:ENSG00000205060	protein_coding
ENSG00000205076	ENSG00000205076	LGALS7	LGALS7:ENSG00000205076	protein_coding
ENSG00000205078	ENSG00000205078	SYCE1L	SYCE1L:ENSG00000205078	protein_coding
ENSG00000205084	ENSG00000205084	TMEM231	TMEM231:ENSG00000205084	protein_coding
ENSG00000205085	ENSG00000205085	FAM71F2	FAM71F2:ENSG00000205085	protein_coding
ENSG00000205086	ENSG00000205086	C2orf91	C2orf91:ENSG00000205086	protein_coding
ENSG00000205089	ENSG00000205089	CCNI2	CCNI2:ENSG00000205089	protein_coding
ENSG00000205090	ENSG00000205090	TMEM240	TMEM240:ENSG00000205090	protein_coding
ENSG00000205097	ENSG00000205097	FRG2	FRG2:ENSG00000205097	protein_coding
ENSG00000205106	ENSG00000205106	AC044839.1	AC044839.1:ENSG00000205106	lincRNA
ENSG00000205108	ENSG00000205108	FAM205A	FAM205A:ENSG00000205108	protein_coding
ENSG00000205111	ENSG00000205111	CDKL4	CDKL4:ENSG00000205111	protein_coding
ENSG00000205116	ENSG00000205116	TMEM88B	TMEM88B:ENSG00000205116	protein_coding
ENSG00000205126	ENSG00000205126	ACCSL	ACCSL:ENSG00000205126	protein_coding
ENSG00000205129	ENSG00000205129	C4orf47	C4orf47:ENSG00000205129	protein_coding
ENSG00000205133	ENSG00000205133	TRIQK	TRIQK:ENSG00000205133	protein_coding
ENSG00000205138	ENSG00000205138	SDHAF1	SDHAF1:ENSG00000205138	protein_coding
ENSG00000205143	ENSG00000205143	ARID3C	ARID3C:ENSG00000205143	protein_coding
ENSG00000205155	ENSG00000205155	PSENEN	PSENEN:ENSG00000205155	protein_coding
ENSG00000205174	ENSG00000205174	C7orf66	C7orf66:ENSG00000205174	lincRNA
ENSG00000205177	ENSG00000205177	C11orf91	C11orf91:ENSG00000205177	protein_coding
ENSG00000205181	ENSG00000205181	LINC00654	LINC00654:ENSG00000205181	lincRNA
ENSG00000205186	ENSG00000205186	FABP9	FABP9:ENSG00000205186	protein_coding
ENSG00000205189	ENSG00000205189	ZBTB10	ZBTB10:ENSG00000205189	protein_coding
ENSG00000205208	ENSG00000205208	C4orf46	C4orf46:ENSG00000205208	protein_coding
ENSG00000205209	ENSG00000205209	SCGB2B2	SCGB2B2:ENSG00000205209	protein_coding
ENSG00000205212	ENSG00000205212	CCDC144NL	CCDC144NL:ENSG00000205212	protein_coding
ENSG00000205213	ENSG00000205213	LGR4	LGR4:ENSG00000205213	protein_coding
ENSG00000205220	ENSG00000205220	PSMB10	PSMB10:ENSG00000205220	protein_coding
ENSG00000205221	ENSG00000205221	VIT	VIT:ENSG00000205221	protein_coding
ENSG00000205231	ENSG00000205231	TTLL10-AS1	TTLL10-AS1:ENSG00000205231	antisense
ENSG00000205236	ENSG00000205236	AC105052.1	AC105052.1:ENSG00000205236	protein_coding
ENSG00000205238	ENSG00000205238	SPDYE2	SPDYE2:ENSG00000205238	protein_coding
ENSG00000205250	ENSG00000205250	E2F4	E2F4:ENSG00000205250	protein_coding
ENSG00000205268	ENSG00000205268	PDE7A	PDE7A:ENSG00000205268	protein_coding
ENSG00000205269	ENSG00000205269	TMEM170B	TMEM170B:ENSG00000205269	protein_coding
ENSG00000205274	ENSG00000205274	TRBV20OR9-2	TRBV20OR9-2:ENSG00000205274	TR_V_gene
ENSG00000205277	ENSG00000205277	MUC12	MUC12:ENSG00000205277	protein_coding
ENSG00000205279	ENSG00000205279	CTXN3	CTXN3:ENSG00000205279	protein_coding
ENSG00000205293	ENSG00000205293	LINC01602	LINC01602:ENSG00000205293	lincRNA
ENSG00000205300	ENSG00000205300	AL356414.1	AL356414.1:ENSG00000205300	lincRNA
ENSG00000205301	ENSG00000205301	MGAT4D	MGAT4D:ENSG00000205301	protein_coding
ENSG00000205302	ENSG00000205302	SNX2	SNX2:ENSG00000205302	protein_coding
ENSG00000205307	ENSG00000205307	SAP25	SAP25:ENSG00000205307	protein_coding
ENSG00000205309	ENSG00000205309	NT5M	NT5M:ENSG00000205309	protein_coding
ENSG00000205323	ENSG00000205323	SARNP	SARNP:ENSG00000205323	protein_coding
ENSG00000205325	ENSG00000205325	AC005863.1	AC005863.1:ENSG00000205325	lincRNA
ENSG00000205327	ENSG00000205327	OR6C68	OR6C68:ENSG00000205327	protein_coding
ENSG00000205328	ENSG00000205328	OR6C65	OR6C65:ENSG00000205328	protein_coding
ENSG00000205329	ENSG00000205329	OR6C3	OR6C3:ENSG00000205329	protein_coding
ENSG00000205330	ENSG00000205330	OR6C1	OR6C1:ENSG00000205330	protein_coding
ENSG00000205334	ENSG00000205334	LINC01460	LINC01460:ENSG00000205334	lincRNA
ENSG00000205336	ENSG00000205336	ADGRG1	ADGRG1:ENSG00000205336	protein_coding
ENSG00000205339	ENSG00000205339	IPO7	IPO7:ENSG00000205339	protein_coding
ENSG00000205352	ENSG00000205352	PRR13	PRR13:ENSG00000205352	protein_coding
ENSG00000205356	ENSG00000205356	TECPR1	TECPR1:ENSG00000205356	protein_coding
ENSG00000205358	ENSG00000205358	MT1H	MT1H:ENSG00000205358	protein_coding
ENSG00000205359	ENSG00000205359	SLCO6A1	SLCO6A1:ENSG00000205359	protein_coding
ENSG00000205362	ENSG00000205362	MT1A	MT1A:ENSG00000205362	protein_coding
ENSG00000205363	ENSG00000205363	C15orf59	C15orf59:ENSG00000205363	protein_coding
ENSG00000205364	ENSG00000205364	MT1M	MT1M:ENSG00000205364	protein_coding
ENSG00000205403	ENSG00000205403	CFI	CFI:ENSG00000205403	protein_coding
ENSG00000205409	ENSG00000205409	OR52E6	OR52E6:ENSG00000205409	protein_coding
ENSG00000205413	ENSG00000205413	SAMD9	SAMD9:ENSG00000205413	protein_coding
ENSG00000205414	ENSG00000205414	AC007608.1	AC007608.1:ENSG00000205414	antisense
ENSG00000205420	ENSG00000205420	KRT6A	KRT6A:ENSG00000205420	protein_coding
ENSG00000205423	ENSG00000205423	CNEP1R1	CNEP1R1:ENSG00000205423	protein_coding
ENSG00000205424	ENSG00000205424	AL592528.1	AL592528.1:ENSG00000205424	antisense
ENSG00000205426	ENSG00000205426	KRT81	KRT81:ENSG00000205426	protein_coding
ENSG00000205436	ENSG00000205436	EXOC3L4	EXOC3L4:ENSG00000205436	protein_coding
ENSG00000205439	ENSG00000205439	KRTAP12-3	KRTAP12-3:ENSG00000205439	protein_coding
ENSG00000205442	ENSG00000205442	IZUMO3	IZUMO3:ENSG00000205442	protein_coding
ENSG00000205444	ENSG00000205444	AL034376.1	AL034376.1:ENSG00000205444	lincRNA
ENSG00000205445	ENSG00000205445	KRTAP10-2	KRTAP10-2:ENSG00000205445	protein_coding
ENSG00000205452	ENSG00000205452	AC133561.2	AC133561.2:ENSG00000205452	lincRNA
ENSG00000205456	ENSG00000205456	TP53TG3D	TP53TG3D:ENSG00000205456	protein_coding
ENSG00000205457	ENSG00000205457	TP53TG3C	TP53TG3C:ENSG00000205457	protein_coding
ENSG00000205464	ENSG00000205464	ATP6AP1L	ATP6AP1L:ENSG00000205464	protein_coding
ENSG00000205476	ENSG00000205476	CCDC85C	CCDC85C:ENSG00000205476	protein_coding
ENSG00000205488	ENSG00000205488	CALML3-AS1	CALML3-AS1:ENSG00000205488	antisense
ENSG00000205495	ENSG00000205495	OR52J3	OR52J3:ENSG00000205495	protein_coding
ENSG00000205496	ENSG00000205496	OR51A2	OR51A2:ENSG00000205496	protein_coding
ENSG00000205497	ENSG00000205497	OR51A4	OR51A4:ENSG00000205497	protein_coding
ENSG00000205502	ENSG00000205502	C2CD4B	C2CD4B:ENSG00000205502	protein_coding
ENSG00000205517	ENSG00000205517	RGL3	RGL3:ENSG00000205517	protein_coding
ENSG00000205531	ENSG00000205531	NAP1L4	NAP1L4:ENSG00000205531	protein_coding
ENSG00000205537	ENSG00000205537	AC121338.1	AC121338.1:ENSG00000205537	antisense
ENSG00000205542	ENSG00000205542	TMSB4X	TMSB4X:ENSG00000205542	protein_coding
ENSG00000205544	ENSG00000205544	TMEM256	TMEM256:ENSG00000205544	protein_coding
ENSG00000205549	ENSG00000205549	C9orf92	C9orf92:ENSG00000205549	protein_coding
ENSG00000205559	ENSG00000205559	CHKB-DT	CHKB-DT:ENSG00000205559	antisense
ENSG00000205560	ENSG00000205560	CPT1B	CPT1B:ENSG00000205560	protein_coding
ENSG00000205562	ENSG00000205562	AL049775.1	AL049775.1:ENSG00000205562	lincRNA
ENSG00000205571	ENSG00000205571	SMN2	SMN2:ENSG00000205571	protein_coding
ENSG00000205572	ENSG00000205572	SERF1B	SERF1B:ENSG00000205572	protein_coding
ENSG00000205581	ENSG00000205581	HMGN1	HMGN1:ENSG00000205581	protein_coding
ENSG00000205592	ENSG00000205592	MUC19	MUC19:ENSG00000205592	processed_transcript
ENSG00000205593	ENSG00000205593	DENND6B	DENND6B:ENSG00000205593	protein_coding
ENSG00000205609	ENSG00000205609	EIF3CL	EIF3CL:ENSG00000205609	protein_coding
ENSG00000205611	ENSG00000205611	LINC01597	LINC01597:ENSG00000205611	lincRNA
ENSG00000205622	ENSG00000205622	AP001043.1	AP001043.1:ENSG00000205622	lincRNA
ENSG00000205628	ENSG00000205628	LINC01446	LINC01446:ENSG00000205628	lincRNA
ENSG00000205629	ENSG00000205629	LCMT1	LCMT1:ENSG00000205629	protein_coding
ENSG00000205632	ENSG00000205632	LINC01310	LINC01310:ENSG00000205632	lincRNA
ENSG00000205634	ENSG00000205634	LINC00898	LINC00898:ENSG00000205634	lincRNA
ENSG00000205636	ENSG00000205636	LINC00583	LINC00583:ENSG00000205636	lincRNA
ENSG00000205639	ENSG00000205639	MFSD2B	MFSD2B:ENSG00000205639	protein_coding
ENSG00000205642	ENSG00000205642	VCX3B	VCX3B:ENSG00000205642	protein_coding
ENSG00000205643	ENSG00000205643	CDPF1	CDPF1:ENSG00000205643	protein_coding
ENSG00000205649	ENSG00000205649	HTN3	HTN3:ENSG00000205649	protein_coding
ENSG00000205653	ENSG00000205653	AL035696.1	AL035696.1:ENSG00000205653	lincRNA
ENSG00000205659	ENSG00000205659	LIN52	LIN52:ENSG00000205659	protein_coding
ENSG00000205662	ENSG00000205662	FAM239C	FAM239C:ENSG00000205662	lincRNA
ENSG00000205663	ENSG00000205663	FAM239B	FAM239B:ENSG00000205663	lincRNA
ENSG00000205664	ENSG00000205664	BX890604.1	BX890604.1:ENSG00000205664	lincRNA
ENSG00000205667	ENSG00000205667	ARSH	ARSH:ENSG00000205667	protein_coding
ENSG00000205669	ENSG00000205669	ACOT6	ACOT6:ENSG00000205669	protein_coding
ENSG00000205670	ENSG00000205670	SMIM11A	SMIM11A:ENSG00000205670	protein_coding
ENSG00000205678	ENSG00000205678	TECRL	TECRL:ENSG00000205678	protein_coding
ENSG00000205682	ENSG00000205682	AC020741.1	AC020741.1:ENSG00000205682	lincRNA
ENSG00000205683	ENSG00000205683	DPF3	DPF3:ENSG00000205683	protein_coding
ENSG00000205693	ENSG00000205693	MANSC4	MANSC4:ENSG00000205693	protein_coding
ENSG00000205696	ENSG00000205696	ADARB2-AS1	ADARB2-AS1:ENSG00000205696	antisense
ENSG00000205707	ENSG00000205707	ETFRF1	ETFRF1:ENSG00000205707	protein_coding
ENSG00000205710	ENSG00000205710	C17orf107	C17orf107:ENSG00000205710	protein_coding
ENSG00000205718	ENSG00000205718	MBD3L4	MBD3L4:ENSG00000205718	protein_coding
ENSG00000205726	ENSG00000205726	ITSN1	ITSN1:ENSG00000205726	protein_coding
ENSG00000205730	ENSG00000205730	ITPRIPL2	ITPRIPL2:ENSG00000205730	protein_coding
ENSG00000205744	ENSG00000205744	DENND1C	DENND1C:ENSG00000205744	protein_coding
ENSG00000205745	ENSG00000205745	AC083864.1	AC083864.1:ENSG00000205745	lincRNA
ENSG00000205754	ENSG00000205754	SLCO1B7	SLCO1B7:ENSG00000205754	protein_coding
ENSG00000205755	ENSG00000205755	CRLF2	CRLF2:ENSG00000205755	protein_coding
ENSG00000205758	ENSG00000205758	CRYZL1	CRYZL1:ENSG00000205758	protein_coding
ENSG00000205765	ENSG00000205765	C5orf51	C5orf51:ENSG00000205765	protein_coding
ENSG00000205777	ENSG00000205777	GAGE1	GAGE1:ENSG00000205777	protein_coding
ENSG00000205784	ENSG00000205784	ARRDC5	ARRDC5:ENSG00000205784	protein_coding
ENSG00000205786	ENSG00000205786	LINC01531	LINC01531:ENSG00000205786	lincRNA
ENSG00000205790	ENSG00000205790	DPP9-AS1	DPP9-AS1:ENSG00000205790	antisense
ENSG00000205791	ENSG00000205791	LOH12CR2	LOH12CR2:ENSG00000205791	lincRNA
ENSG00000205795	ENSG00000205795	CYS1	CYS1:ENSG00000205795	protein_coding
ENSG00000205808	ENSG00000205808	PLPP6	PLPP6:ENSG00000205808	protein_coding
ENSG00000205809	ENSG00000205809	KLRC2	KLRC2:ENSG00000205809	protein_coding
ENSG00000205810	ENSG00000205810	KLRC3	KLRC3:ENSG00000205810	protein_coding
ENSG00000205830	ENSG00000205830	AC024132.1	AC024132.1:ENSG00000205830	lincRNA
ENSG00000205832	ENSG00000205832	C16orf96	C16orf96:ENSG00000205832	protein_coding
ENSG00000205835	ENSG00000205835	GMNC	GMNC:ENSG00000205835	protein_coding
ENSG00000205837	ENSG00000205837	LINC00487	LINC00487:ENSG00000205837	lincRNA
ENSG00000205838	ENSG00000205838	TTC23L	TTC23L:ENSG00000205838	protein_coding
ENSG00000205846	ENSG00000205846	CLEC6A	CLEC6A:ENSG00000205846	protein_coding
ENSG00000205853	ENSG00000205853	RFPL3S	RFPL3S:ENSG00000205853	protein_coding
ENSG00000205856	ENSG00000205856	C22orf42	C22orf42:ENSG00000205856	protein_coding
ENSG00000205857	ENSG00000205857	NANOGNB	NANOGNB:ENSG00000205857	protein_coding
ENSG00000205858	ENSG00000205858	LRRC72	LRRC72:ENSG00000205858	protein_coding
ENSG00000205863	ENSG00000205863	C1QTNF9B	C1QTNF9B:ENSG00000205863	protein_coding
ENSG00000205864	ENSG00000205864	KRTAP5-6	KRTAP5-6:ENSG00000205864	protein_coding
ENSG00000205865	ENSG00000205865	FAM99B	FAM99B:ENSG00000205865	antisense
ENSG00000205866	ENSG00000205866	FAM99A	FAM99A:ENSG00000205866	lincRNA
ENSG00000205867	ENSG00000205867	KRTAP5-2	KRTAP5-2:ENSG00000205867	protein_coding
ENSG00000205869	ENSG00000205869	KRTAP5-1	KRTAP5-1:ENSG00000205869	protein_coding
ENSG00000205882	ENSG00000205882	DEFB134	DEFB134:ENSG00000205882	protein_coding
ENSG00000205883	ENSG00000205883	DEFB135	DEFB135:ENSG00000205883	protein_coding
ENSG00000205884	ENSG00000205884	DEFB136	DEFB136:ENSG00000205884	protein_coding
ENSG00000205885	ENSG00000205885	C1RL-AS1	C1RL-AS1:ENSG00000205885	antisense
ENSG00000205890	ENSG00000205890	AC108134.1	AC108134.1:ENSG00000205890	antisense
ENSG00000205899	ENSG00000205899	BHLHA9	BHLHA9:ENSG00000205899	protein_coding
ENSG00000205903	ENSG00000205903	ZNF316	ZNF316:ENSG00000205903	protein_coding
ENSG00000205913	ENSG00000205913	SRRM2-AS1	SRRM2-AS1:ENSG00000205913	antisense
ENSG00000205916	ENSG00000205916	DAZ4	DAZ4:ENSG00000205916	protein_coding
ENSG00000205922	ENSG00000205922	ONECUT3	ONECUT3:ENSG00000205922	protein_coding
ENSG00000205923	ENSG00000205923	CEMP1	CEMP1:ENSG00000205923	protein_coding
ENSG00000205927	ENSG00000205927	OLIG2	OLIG2:ENSG00000205927	protein_coding
ENSG00000205929	ENSG00000205929	C21orf62	C21orf62:ENSG00000205929	protein_coding
ENSG00000205930	ENSG00000205930	C21orf62-AS1	C21orf62-AS1:ENSG00000205930	antisense
ENSG00000205937	ENSG00000205937	RNPS1	RNPS1:ENSG00000205937	protein_coding
ENSG00000205944	ENSG00000205944	DAZ2	DAZ2:ENSG00000205944	protein_coding
ENSG00000205959	ENSG00000205959	AC105345.1	AC105345.1:ENSG00000205959	lincRNA
ENSG00000205971	ENSG00000205971	AC074389.1	AC074389.1:ENSG00000205971	lincRNA
ENSG00000205978	ENSG00000205978	NYNRIN	NYNRIN:ENSG00000205978	protein_coding
ENSG00000205981	ENSG00000205981	DNAJC19	DNAJC19:ENSG00000205981	protein_coding
ENSG00000206013	ENSG00000206013	IFITM5	IFITM5:ENSG00000206013	protein_coding
ENSG00000206026	ENSG00000206026	SMIM21	SMIM21:ENSG00000206026	protein_coding
ENSG00000206028	ENSG00000206028	Z99774.1	Z99774.1:ENSG00000206028	lincRNA
ENSG00000206043	ENSG00000206043	C18orf63	C18orf63:ENSG00000206043	protein_coding
ENSG00000206047	ENSG00000206047	DEFA1	DEFA1:ENSG00000206047	protein_coding
ENSG00000206052	ENSG00000206052	DOK6	DOK6:ENSG00000206052	protein_coding
ENSG00000206053	ENSG00000206053	JPT2	JPT2:ENSG00000206053	protein_coding
ENSG00000206062	ENSG00000206062	AL121823.1	AL121823.1:ENSG00000206062	lincRNA
ENSG00000206069	ENSG00000206069	TMEM211	TMEM211:ENSG00000206069	protein_coding
ENSG00000206072	ENSG00000206072	SERPINB11	SERPINB11:ENSG00000206072	protein_coding
ENSG00000206073	ENSG00000206073	SERPINB4	SERPINB4:ENSG00000206073	protein_coding
ENSG00000206075	ENSG00000206075	SERPINB5	SERPINB5:ENSG00000206075	protein_coding
ENSG00000206077	ENSG00000206077	ZDHHC11B	ZDHHC11B:ENSG00000206077	protein_coding
ENSG00000206102	ENSG00000206102	KRTAP19-8	KRTAP19-8:ENSG00000206102	protein_coding
ENSG00000206104	ENSG00000206104	KRTAP20-3	KRTAP20-3:ENSG00000206104	protein_coding
ENSG00000206105	ENSG00000206105	KRTAP20-4	KRTAP20-4:ENSG00000206105	protein_coding
ENSG00000206106	ENSG00000206106	KRTAP22-2	KRTAP22-2:ENSG00000206106	protein_coding
ENSG00000206107	ENSG00000206107	KRTAP27-1	KRTAP27-1:ENSG00000206107	protein_coding
ENSG00000206113	ENSG00000206113	CFAP99	CFAP99:ENSG00000206113	protein_coding
ENSG00000206127	ENSG00000206127	GOLGA8O	GOLGA8O:ENSG00000206127	protein_coding
ENSG00000206129	ENSG00000206129	AC006305.1	AC006305.1:ENSG00000206129	lincRNA
ENSG00000206140	ENSG00000206140	TMEM191C	TMEM191C:ENSG00000206140	protein_coding
ENSG00000206142	ENSG00000206142	AP000552.1	AP000552.1:ENSG00000206142	lincRNA
ENSG00000206150	ENSG00000206150	RNASE13	RNASE13:ENSG00000206150	protein_coding
ENSG00000206172	ENSG00000206172	HBA1	HBA1:ENSG00000206172	protein_coding
ENSG00000206177	ENSG00000206177	HBM	HBM:ENSG00000206177	protein_coding
ENSG00000206181	ENSG00000206181	ELOA2	ELOA2:ENSG00000206181	protein_coding
ENSG00000206187	ENSG00000206187	LINC02346	LINC02346:ENSG00000206187	lincRNA
ENSG00000206190	ENSG00000206190	ATP10A	ATP10A:ENSG00000206190	protein_coding
ENSG00000206199	ENSG00000206199	ANKUB1	ANKUB1:ENSG00000206199	protein_coding
ENSG00000206203	ENSG00000206203	TSSK2	TSSK2:ENSG00000206203	protein_coding
ENSG00000206249	ENSG00000206249	AL359555.1	AL359555.1:ENSG00000206249	antisense
ENSG00000206260	ENSG00000206260	PRR23A	PRR23A:ENSG00000206260	protein_coding
ENSG00000206262	ENSG00000206262	FOXL2NB	FOXL2NB:ENSG00000206262	protein_coding
ENSG00000206344	ENSG00000206344	HCG27	HCG27:ENSG00000206344	protein_coding
ENSG00000206384	ENSG00000206384	COL6A6	COL6A6:ENSG00000206384	protein_coding
ENSG00000206417	ENSG00000206417	H1FX-AS1	H1FX-AS1:ENSG00000206417	antisense
ENSG00000206418	ENSG00000206418	RAB12	RAB12:ENSG00000206418	protein_coding
ENSG00000206422	ENSG00000206422	LRRC30	LRRC30:ENSG00000206422	protein_coding
ENSG00000206432	ENSG00000206432	TMEM200C	TMEM200C:ENSG00000206432	protein_coding
ENSG00000206474	ENSG00000206474	OR10C1	OR10C1:ENSG00000206474	protein_coding
ENSG00000206483	ENSG00000206483	TXNRD3NB	TXNRD3NB:ENSG00000206483	protein_coding
ENSG00000206503	ENSG00000206503	HLA-A	HLA-A:ENSG00000206503	protein_coding
ENSG00000206527	ENSG00000206527	HACD2	HACD2:ENSG00000206527	protein_coding
ENSG00000206530	ENSG00000206530	CFAP44	CFAP44:ENSG00000206530	protein_coding
ENSG00000206531	ENSG00000206531	CD200R1L	CD200R1L:ENSG00000206531	protein_coding
ENSG00000206532	ENSG00000206532	AC117402.1	AC117402.1:ENSG00000206532	lincRNA
ENSG00000206535	ENSG00000206535	LNP1	LNP1:ENSG00000206535	protein_coding
ENSG00000206536	ENSG00000206536	OR5K3	OR5K3:ENSG00000206536	protein_coding
ENSG00000206538	ENSG00000206538	VGLL3	VGLL3:ENSG00000206538	protein_coding
ENSG00000206549	ENSG00000206549	PRSS50	PRSS50:ENSG00000206549	protein_coding
ENSG00000206552	ENSG00000206552	KRBOX1-AS1	KRBOX1-AS1:ENSG00000206552	antisense
ENSG00000206557	ENSG00000206557	TRIM71	TRIM71:ENSG00000206557	protein_coding
ENSG00000206559	ENSG00000206559	ZCWPW2	ZCWPW2:ENSG00000206559	protein_coding
ENSG00000206560	ENSG00000206560	ANKRD28	ANKRD28:ENSG00000206560	protein_coding
ENSG00000206561	ENSG00000206561	COLQ	COLQ:ENSG00000206561	protein_coding
ENSG00000206562	ENSG00000206562	METTL6	METTL6:ENSG00000206562	protein_coding
ENSG00000206567	ENSG00000206567	AC022007.1	AC022007.1:ENSG00000206567	lincRNA
ENSG00000206573	ENSG00000206573	THUMPD3-AS1	THUMPD3-AS1:ENSG00000206573	antisense
ENSG00000206579	ENSG00000206579	XKR4	XKR4:ENSG00000206579	protein_coding
ENSG00000207955	ENSG00000207955	AL359091.1	AL359091.1:ENSG00000207955	lincRNA
ENSG00000211445	ENSG00000211445	GPX3	GPX3:ENSG00000211445	protein_coding
ENSG00000211448	ENSG00000211448	DIO2	DIO2:ENSG00000211448	protein_coding
ENSG00000211450	ENSG00000211450	SELENOH	SELENOH:ENSG00000211450	protein_coding
ENSG00000211452	ENSG00000211452	DIO1	DIO1:ENSG00000211452	protein_coding
ENSG00000211455	ENSG00000211455	STK38L	STK38L:ENSG00000211455	protein_coding
ENSG00000211456	ENSG00000211456	SACM1L	SACM1L:ENSG00000211456	protein_coding
ENSG00000211460	ENSG00000211460	TSN	TSN:ENSG00000211460	protein_coding
ENSG00000211584	ENSG00000211584	SLC48A1	SLC48A1:ENSG00000211584	protein_coding
ENSG00000211592	ENSG00000211592	IGKC	IGKC:ENSG00000211592	IG_C_gene
ENSG00000211593	ENSG00000211593	IGKJ5	IGKJ5:ENSG00000211593	IG_J_gene
ENSG00000211594	ENSG00000211594	IGKJ4	IGKJ4:ENSG00000211594	IG_J_gene
ENSG00000211595	ENSG00000211595	IGKJ3	IGKJ3:ENSG00000211595	IG_J_gene
ENSG00000211596	ENSG00000211596	IGKJ2	IGKJ2:ENSG00000211596	IG_J_gene
ENSG00000211597	ENSG00000211597	IGKJ1	IGKJ1:ENSG00000211597	IG_J_gene
ENSG00000211598	ENSG00000211598	IGKV4-1	IGKV4-1:ENSG00000211598	IG_V_gene
ENSG00000211599	ENSG00000211599	IGKV5-2	IGKV5-2:ENSG00000211599	IG_V_gene
ENSG00000211611	ENSG00000211611	IGKV6-21	IGKV6-21:ENSG00000211611	IG_V_gene
ENSG00000211623	ENSG00000211623	IGKV2D-26	IGKV2D-26:ENSG00000211623	IG_V_gene
ENSG00000211625	ENSG00000211625	IGKV3D-20	IGKV3D-20:ENSG00000211625	IG_V_gene
ENSG00000211626	ENSG00000211626	IGKV6D-41	IGKV6D-41:ENSG00000211626	IG_V_gene
ENSG00000211632	ENSG00000211632	IGKV3D-11	IGKV3D-11:ENSG00000211632	IG_V_gene
ENSG00000211633	ENSG00000211633	IGKV1D-42	IGKV1D-42:ENSG00000211633	IG_V_gene
ENSG00000211637	ENSG00000211637	IGLV4-69	IGLV4-69:ENSG00000211637	IG_V_gene
ENSG00000211638	ENSG00000211638	IGLV8-61	IGLV8-61:ENSG00000211638	IG_V_gene
ENSG00000211639	ENSG00000211639	IGLV4-60	IGLV4-60:ENSG00000211639	IG_V_gene
ENSG00000211640	ENSG00000211640	IGLV6-57	IGLV6-57:ENSG00000211640	IG_V_gene
ENSG00000211641	ENSG00000211641	IGLV11-55	IGLV11-55:ENSG00000211641	IG_V_gene
ENSG00000211642	ENSG00000211642	IGLV10-54	IGLV10-54:ENSG00000211642	IG_V_gene
ENSG00000211643	ENSG00000211643	IGLV5-52	IGLV5-52:ENSG00000211643	IG_V_gene
ENSG00000211644	ENSG00000211644	IGLV1-51	IGLV1-51:ENSG00000211644	IG_V_gene
ENSG00000211645	ENSG00000211645	IGLV1-50	IGLV1-50:ENSG00000211645	IG_V_gene
ENSG00000211647	ENSG00000211647	IGLV5-48	IGLV5-48:ENSG00000211647	IG_V_gene
ENSG00000211648	ENSG00000211648	IGLV1-47	IGLV1-47:ENSG00000211648	IG_V_gene
ENSG00000211649	ENSG00000211649	IGLV7-46	IGLV7-46:ENSG00000211649	IG_V_gene
ENSG00000211650	ENSG00000211650	IGLV5-45	IGLV5-45:ENSG00000211650	IG_V_gene
ENSG00000211651	ENSG00000211651	IGLV1-44	IGLV1-44:ENSG00000211651	IG_V_gene
ENSG00000211652	ENSG00000211652	IGLV7-43	IGLV7-43:ENSG00000211652	IG_V_gene
ENSG00000211653	ENSG00000211653	IGLV1-40	IGLV1-40:ENSG00000211653	IG_V_gene
